marker,LOD,trait
rs31200554,2.835354394469731,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477364,2.341716538131835,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30810568,2.341716538131835,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477369,2.702730774372656,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31593962,2.702730774372656,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30801216,2.489760812194428,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30892471,2.85939584372735,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27697666,3.0961768920582187,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32600963,4.279537196617759,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477538,4.765214884802982,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32074103,3.5917527433832137,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27662557,3.546331830137713,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32414082,3.546331830137713,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3674982,2.336013756498965,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
UNC040003533,2.308479128746869,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32484153,2.739836887235093,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27658833,2.8450030402050297,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27673532,2.6800915133127114,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27785516,2.924223290133184,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs228463156,2.924223290133184,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27844694,2.662564347301104,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32659718,2.671006182152908,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27845668,2.885000528808589,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32434935,2.885000528808589,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27830962,2.4519911961472136,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3667625,2.403539109323877,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6248902,2.403539109323877,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6161881,2.5915617363746235,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27790073,3.073902052919925,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs49831257,3.0201622706308355,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31860994,3.117950078278255,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27838620,2.737574845427143,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32816121,2.6525605288373164,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs51842830,2.6525605288373164,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31988585,2.683463008702498,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33020761,2.683463008702498,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27882800,2.4948182073928606,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27907590,3.300372255351566,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27886613,3.213924851189936,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs8275764,3.3064190705476366,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477746,3.223525116092319,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27886852,3.223525116092319,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477804,2.844657175626568,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28104634,2.844657175626568,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28104483,3.40626952325168,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32175061,3.40626952325168,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28317703,3.72039819177472,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32084982,3.72039819177472,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32357093,3.72039819177472,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28068386,3.310865847499347,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28068204,3.310865847499347,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3700579,3.310865847499347,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28113522,3.198271803088104,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28099134,2.883945132959586,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32637613,2.883945132959586,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28116511,3.315113634788335,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28098394,3.315113634788335,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32766609,3.529194857545517,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6352351,3.498105056782929,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs47960771,3.6357057687701175,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28097819,4.25638901606596,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28082017,4.25638901606596,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28059331,4.183023656351945,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28099968,4.350367515371381,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28084008,4.350367515371381,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32748881,4.404906391480725,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477831,4.419519177973274,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32364936,3.325375878441693,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28125691,3.325375878441693,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477836,2.860603831891451,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477838,2.6524654581663905,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3663299,2.440976734660209,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32133037,2.440976734660209,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28157280,2.454621742292652,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33010716,2.529394480282001,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28112569,2.386075729615529,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28081143,2.56299641569433,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28081138,2.56299641569433,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3687764,2.3772411845685446,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28114768,2.571847454722441,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28138719,2.7686692135593773,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28138717,2.7686692135593773,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32671645,2.49463558275149,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
UNC8429604,2.5482689030000163,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32275108,2.331297991113385,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3142610,2.637063079454636,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29680149,2.7554404381270694,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33754543,2.7554404381270694,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29221520,2.7527602129256024,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31564288,2.827577932856084,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31553475,2.755902160523388,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3714258,2.663358280415124,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29164705,3.08584780891646,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31611156,3.08584780891646,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs47024152,3.08584780891646,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29183953,2.4919171258521096,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6404215,2.4919171258521096,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29202009,3.1673278004271053,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31709594,3.1673278004271053,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29151778,3.008009531603576,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29583344,3.008009531603576,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46794257,4.021733524201143,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33446800,3.42035910038412,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33583186,3.939677901250297,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33239535,4.248450743039455,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs49074950,5.859327426028445,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478117,6.208287614827526,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33197550,6.208287614827526,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31727027,6.2387373822120304,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33045702,3.775904213011285,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31821694,3.775904213011285,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478122,4.04076645001985,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31878001,3.567203915198644,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478131,3.567203915198644,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31867462,3.567203915198644,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31863510,3.38652376764838,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6256752,3.09173317184942,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31972855,3.229023387670311,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs108070148,3.179022859705274,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33402934,3.0773675820766213,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6226706,2.7628037912030226,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32064770,2.729679435630099,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46085786,2.8261792216044483,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs45923505,2.7489931404359944,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs45682392,2.7489931404359944,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs49987150,2.7489931404359944,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs51325572,3.2748363094531734,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs49427169,3.212304215272664,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478144,3.212304215272664,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32179786,2.5953097244703014,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478175,2.470988833487577,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33647566,2.4208755073452326,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29682924,2.8559633746812896,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
UNC8930200,2.8559633746812896,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29580733,2.902406060510843,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33657473,3.050590863429372,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46581185,2.945004559076609,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6408534,2.8156704346671564,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29683355,2.8018552392008305,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33417710,2.716904888392055,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32605771,2.716904888392055,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs259656301,2.9429271325826374,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478184,3.151144048227194,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32573674,3.2742542943376547,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29681229,2.979544800511429,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs37124172,2.4119618853266807,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478430,2.3652373941635023,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32034514,2.3761836257033107,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs36953481,2.68176188671165,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30849291,2.9830932831596804,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478917,2.9830932831596804,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
UNC061339164,3.070466811189644,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs38992974,3.070466811189644,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30708369,3.070466811189644,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30323723,2.312321538722268,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30467009,2.312321538722268,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30363348,2.4664521072204444,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6245069,2.4636605941476857,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29973916,2.4834257868070293,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478924,2.641909854197813,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13479460,3.071908166999252,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
UNC070684636,3.004568195591393,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32385258,3.004568195591393,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32235493,3.004568195591393,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3726501,3.182271030248288,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs48315375,2.347977829960639,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31400538,3.678995660127762,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13479470,2.332554317447265,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32469295,2.332554317447265,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32356264,2.6591817542826592,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs50259190,2.412606900054932,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31059086,2.547587441573793,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31084944,2.4068946055935725,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6392543,2.3782212322004783,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33727582,2.448281725859258,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33791559,2.448281725859258,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32348275,3.481659777392405,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46072731,3.481659777392405,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs37252589,3.3276805985119347,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31436726,3.3276805985119347,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3663988,3.3276805985119347,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13479559,3.171902548335187,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31571817,3.335029095563272,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13459436,3.233337644700897,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs49639182,2.496615086804508,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3686436,2.496615086804508,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs48865460,2.4811133733665134,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs229091067,2.623698620737578,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13479666,2.7765511221880343,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32656013,2.364799383915149,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs47157565,2.512777251841721,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs45702315,2.512777251841721,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs52330644,2.359365942826138,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs36293636,2.359365942826138,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs48849810,3.036638021581473,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3707353,3.0766744689787027,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32575626,2.999280962709734,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs49157574,2.999280962709734,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3697344,3.234626975491036,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46953258,3.234626975491036,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs50632344,2.760993171246348,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30606587,2.3858524693274545,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs45936922,2.3858524693274545,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46264405,2.574824223862218,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31519090,3.7241531191205097,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31607043,3.890937377999327,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31663674,4.033674953182312,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32919092,4.033674953182312,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32851407,3.249993754417297,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32973989,3.249993754417297,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13467112,3.087669288879792,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33414324,2.9930215508846763,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3703096,2.575538828521299,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs51849313,2.575538828521299,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31918659,2.527773358311886,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31940909,2.4785835229562947,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3664049,2.509527100982068,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs36508806,2.509527100982068,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs50341217,2.925259084943945,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs39024588,2.925259084943945,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs51478897,2.318732259634922,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
